file_id,organism,locus_tag,ess,conf,conf_aamean,conf_first,conf_mean
C018,Escherichia coli K-12 BW25113,BW25113_0001,0,2.5990498e-06,0.02111127,0.036032084,0.0190486510166
C018,Escherichia coli K-12 BW25113,BW25113_0002,0,0.23075806,0.55480313,0.21421465,0.33325861333333334
C018,Escherichia coli K-12 BW25113,BW25113_0003,0,0.011813059,0.005915537,0.0247719,0.014166831999999999
C018,Escherichia coli K-12 BW25113,BW25113_0004,0,0.29867056,0.31530145,0.44177678,0.3519162633333333
C018,Escherichia coli K-12 BW25113,BW25113_0005,0,0.23665148,0.5503662,0.10416359,0.2970604233333333
C018,Escherichia coli K-12 BW25113,BW25113_0006,0,0.059746247,0.12514779,0.03887496,0.07458966566666668
C018,Escherichia coli K-12 BW25113,BW25113_0007,0,0.052342784,0.0047607343,0.00011477008,0.019072762793333333
C018,Escherichia coli K-12 BW25113,BW25113_0008,0,0.1967502,0.19769898,0.107053734,0.16716763799999998
C018,Escherichia coli K-12 BW25113,BW25113_0009,0,0.012939357,0.01201606,0.65833926,0.22776489233333333
C018,Escherichia coli K-12 BW25113,BW25113_0010,0,0.041192062,0.016927907,0.0057872245,0.021302397833333334
C018,Escherichia coli K-12 BW25113,BW25113_0011,0,0.0021836564,0.02628206,0.04354033,0.024002015466666665
C018,Escherichia coli K-12 BW25113,BW25113_0013,0,0.030798057,0.0024673515,0.044640977,0.02596879516666667
C018,Escherichia coli K-12 BW25113,BW25113_0014,0,0.86300987,0.86352676,0.9160819,0.8808728433333334
C018,Escherichia coli K-12 BW25113,BW25113_0015,0,0.640153,0.875712,0.77859086,0.7648186200000001
C018,Escherichia coli K-12 BW25113,BW25113_0016,0,0.0029123223,0.0060222317,0.00061897386,0.003184509286666667
C018,Escherichia coli K-12 BW25113,BW25113_0018,0,0.016421467,0.29146093,0.002666854,0.10351641700000001
C018,Escherichia coli K-12 BW25113,BW25113_0019,0,0.11914143,0.051794168,0.04147391,0.07080316933333335
C018,Escherichia coli K-12 BW25113,BW25113_0020,0,0.0050757607,0.07489592,0.000261031,0.026744237233333332
C018,Escherichia coli K-12 BW25113,BW25113_0021,0,0.00519488,0.0014706104,0.00017615795,0.00228054945
C018,Escherichia coli K-12 BW25113,BW25113_0022,0,0.0070150997,0.0038170065,8.858107e-06,0.003613654769
C018,Escherichia coli K-12 BW25113,BW25113_0023,0,0.8116385,0.8327119,0.7990128,0.8144543999999999
C018,Escherichia coli K-12 BW25113,BW25113_0024,0,0.42003208,0.26843074,0.19546542,0.2946427466666667
C018,Escherichia coli K-12 BW25113,BW25113_0025,1,0.9597631,0.96996963,0.9787178,0.96948351
C018,Escherichia coli K-12 BW25113,BW25113_0026,0,0.9613583,0.9622431,0.9811623,0.9682545666666668
C018,Escherichia coli K-12 BW25113,BW25113_0027,1,0.9466852,0.9706334,0.97950774,0.96560878
C018,Escherichia coli K-12 BW25113,BW25113_0028,0,0.20976302,0.33717942,0.26009604,0.26901282666666665
C018,Escherichia coli K-12 BW25113,BW25113_0029,1,0.98150086,0.9597408,0.9631583,0.9681333200000001
C018,Escherichia coli K-12 BW25113,BW25113_0030,0,0.04909416,0.04630608,0.33488965,0.14342996333333333
C018,Escherichia coli K-12 BW25113,BW25113_0031,1,0.97050595,0.97646546,0.96404016,0.97033719
C018,Escherichia coli K-12 BW25113,BW25113_0032,0,0.70350504,0.79641354,0.088446245,0.5294549416666667
C018,Escherichia coli K-12 BW25113,BW25113_0033,0,0.46883312,0.8137802,0.74810255,0.67690529
C018,Escherichia coli K-12 BW25113,BW25113_0034,0,0.09500919,0.058302432,0.0006083875,0.051306669833333325
C018,Escherichia coli K-12 BW25113,BW25113_0035,0,0.0025779023,0.022950768,0.014572338,0.013367002766666669
C018,Escherichia coli K-12 BW25113,BW25113_0036,0,0.026465585,0.04713754,0.016322572,0.029975232333333334
C018,Escherichia coli K-12 BW25113,BW25113_0037,0,0.0126466155,0.09563959,0.00219528,0.03682716183333333
C018,Escherichia coli K-12 BW25113,BW25113_0038,0,0.0007923425,0.05732377,0.008127568,0.022081226833333332
C018,Escherichia coli K-12 BW25113,BW25113_0039,0,0.10270126,0.28448936,0.42940354,0.2721980533333333
C018,Escherichia coli K-12 BW25113,BW25113_0040,0,0.010652636,0.14985491,0.044481333,0.06832962633333334
C018,Escherichia coli K-12 BW25113,BW25113_0041,0,0.0817314,0.09471973,0.31600022,0.16415045
C018,Escherichia coli K-12 BW25113,BW25113_0042,0,0.17710568,0.12586555,0.105265856,0.13607902866666666
C018,Escherichia coli K-12 BW25113,BW25113_0043,0,0.058289554,0.20476572,0.11998099,0.12767875466666667
C018,Escherichia coli K-12 BW25113,BW25113_0044,0,0.19977261,0.03288317,0.050528295,0.09439469166666666
C018,Escherichia coli K-12 BW25113,BW25113_0045,0,0.008858878,0.09731045,0.00084100396,0.03567011065333334
C018,Escherichia coli K-12 BW25113,BW25113_0046,0,0.0009669261,0.006716754,0.002410152,0.0033646107
C018,Escherichia coli K-12 BW25113,BW25113_0047,0,0.0033526674,0.08811773,0.030302372,0.04059092313333334
C018,Escherichia coli K-12 BW25113,BW25113_0048,1,0.9468801,0.989674,0.9367485,0.9577675333333332
C018,Escherichia coli K-12 BW25113,BW25113_0049,0,0.030117478,0.00812693,0.054216173,0.030820193666666666
C018,Escherichia coli K-12 BW25113,BW25113_0050,0,0.00072427443,0.0055068866,0.0009923753,0.002407845443333333
C018,Escherichia coli K-12 BW25113,BW25113_0051,0,0.2829895,0.46756187,0.3162614,0.3556042566666666
C018,Escherichia coli K-12 BW25113,BW25113_0052,0,0.75690234,0.54937905,0.6134768,0.6399193966666666
C018,Escherichia coli K-12 BW25113,BW25113_0053,0,0.8933968,0.9361213,0.97936624,0.93629478
C018,Escherichia coli K-12 BW25113,BW25113_0054,1,0.97976905,0.9713082,0.99897456,0.9833506033333332
C018,Escherichia coli K-12 BW25113,BW25113_0055,0,0.12834376,0.03147262,0.005517055,0.055111145
C018,Escherichia coli K-12 BW25113,BW25113_0058,0,0.02288935,0.1967328,0.008316297,0.07597948233333333
C018,Escherichia coli K-12 BW25113,BW25113_0059,0,0.0031809895,0.023542617,0.00050725514,0.009076953879999999
C018,Escherichia coli K-12 BW25113,BW25113_0060,0,0.05277617,0.081073605,0.00095867034,0.044936148446666664
C018,Escherichia coli K-12 BW25113,BW25113_0061,0,0.042192556,0.040762134,0.77379704,0.28558391
C018,Escherichia coli K-12 BW25113,BW25113_0064,0,0.00865098,0.06368418,0.0031145539,0.025149904633333334
C018,Escherichia coli K-12 BW25113,BW25113_0065,0,0.0075799925,0.017194048,0.03055527,0.0184431035
C018,Escherichia coli K-12 BW25113,BW25113_0066,0,0.00013579022,0.0015310104,0.0073701325,0.00301231104
C018,Escherichia coli K-12 BW25113,BW25113_0067,0,0.20164904,0.10089387,0.08918174,0.13057488333333334
C018,Escherichia coli K-12 BW25113,BW25113_0068,0,0.007089071,0.016853983,0.14706357,0.057002208
C018,Escherichia coli K-12 BW25113,BW25113_0069,0,0.21685885,0.030426683,0.004473217,0.08391958333333333
C018,Escherichia coli K-12 BW25113,BW25113_0070,0,0.0016561775,0.02028741,0.2695275,0.09715702916666664
C018,Escherichia coli K-12 BW25113,BW25113_0071,0,0.109824985,0.42838842,0.043203454,0.19380561966666668
C018,Escherichia coli K-12 BW25113,BW25113_0072,0,0.5360089,0.57875055,0.33239093,0.48238346000000004
C018,Escherichia coli K-12 BW25113,BW25113_0073,0,0.420087,0.27184737,0.08216127,0.25803188
C018,Escherichia coli K-12 BW25113,BW25113_0074,0,0.64661753,0.38465357,0.023738382,0.35166982733333335
C018,Escherichia coli K-12 BW25113,BW25113_0075,0,0.64994043,0.761946,0.58766127,0.6665158999999999
C018,Escherichia coli K-12 BW25113,BW25113_0076,0,0.002387718,0.004396492,6.188338e-05,0.0022820311266666666
C018,Escherichia coli K-12 BW25113,BW25113_0077,0,0.004418194,0.094187036,0.002914202,0.03383981066666667
C018,Escherichia coli K-12 BW25113,BW25113_0078,0,0.109265275,0.17567742,0.06267098,0.11587122500000001
C018,Escherichia coli K-12 BW25113,BW25113_0080,0,0.012074592,0.005500166,0.016486915,0.011353891
C018,Escherichia coli K-12 BW25113,BW25113_0081,0,0.4807425,0.9093629,0.9320597,0.7740550333333333
C018,Escherichia coli K-12 BW25113,BW25113_0082,0,0.62862307,0.66336477,0.77907634,0.6903547266666666
C018,Escherichia coli K-12 BW25113,BW25113_0083,1,0.96295786,0.97109276,0.973796,0.9692822066666666
C018,Escherichia coli K-12 BW25113,BW25113_0084,1,0.97287524,0.9446149,0.99162346,0.9697045333333333
C018,Escherichia coli K-12 BW25113,BW25113_0085,1,0.9714414,0.98531264,0.99830544,0.9850198266666667
C018,Escherichia coli K-12 BW25113,BW25113_0086,1,0.9834583,0.95982957,0.992859,0.9787156233333333
C018,Escherichia coli K-12 BW25113,BW25113_0087,1,0.98308796,0.9575864,0.992459,0.97771112
C018,Escherichia coli K-12 BW25113,BW25113_0088,1,0.9520105,0.9946089,0.9947096,0.9804429999999998
C018,Escherichia coli K-12 BW25113,BW25113_0089,1,0.9604883,0.94438505,0.9972263,0.9673665499999999
C018,Escherichia coli K-12 BW25113,BW25113_0090,1,0.9130591,0.9516654,0.9954412,0.9533885666666667
C018,Escherichia coli K-12 BW25113,BW25113_0091,1,0.9721595,0.9901155,0.9896047,0.9839599
C018,Escherichia coli K-12 BW25113,BW25113_0092,0,0.90928316,0.92083055,0.89628065,0.90879812
C018,Escherichia coli K-12 BW25113,BW25113_0093,1,0.95941615,0.9196223,0.9992925,0.95944365
C018,Escherichia coli K-12 BW25113,BW25113_0094,1,0.99188143,0.9850631,0.9970636,0.9913360433333334
C018,Escherichia coli K-12 BW25113,BW25113_0095,1,0.9466899,0.9444313,0.99063265,0.9605846166666666
C018,Escherichia coli K-12 BW25113,BW25113_0096,1,0.9848877,0.9941644,0.9931056,0.9907192333333334
C018,Escherichia coli K-12 BW25113,BW25113_0097,1,0.0075239614,0.0003371583,0.18316944,0.06367685323333333
C018,Escherichia coli K-12 BW25113,BW25113_0098,1,0.973473,0.9827756,0.9802281,0.9788255666666666
C018,Escherichia coli K-12 BW25113,BW25113_0099,0,0.69698524,0.6164264,0.5436122,0.6190079466666667
C018,Escherichia coli K-12 BW25113,BW25113_0101,0,0.023998318,0.025215711,0.026437907,0.025217312000000002
C018,Escherichia coli K-12 BW25113,BW25113_0102,0,0.04319743,0.11191449,0.0020670905,0.05239300350000001
C018,Escherichia coli K-12 BW25113,BW25113_0103,0,0.88825065,0.8832468,0.97509104,0.9155294966666667
C018,Escherichia coli K-12 BW25113,BW25113_0104,0,0.40155256,0.4783114,0.121269144,0.3337110346666667
C018,Escherichia coli K-12 BW25113,BW25113_0106,0,0.008743686,0.007365327,0.006469424,0.007526145666666667
C018,Escherichia coli K-12 BW25113,BW25113_0107,0,0.012879125,0.0033513645,0.0015339982,0.0059214959000000005
C018,Escherichia coli K-12 BW25113,BW25113_0108,0,4.7721318e-05,0.0003394058,0.00020634514,0.000197824086
C018,Escherichia coli K-12 BW25113,BW25113_0109,0,0.5690436,0.6807485,0.16145267,0.4704149233333334
C018,Escherichia coli K-12 BW25113,BW25113_0110,0,0.0005195831,0.0025759132,0.019704362,0.007599952766666667
C018,Escherichia coli K-12 BW25113,BW25113_0111,0,0.009316436,0.0026498793,0.004816655,0.005594323433333334
C018,Escherichia coli K-12 BW25113,BW25113_0112,0,0.0241499,0.10737916,0.005069213,0.045532757666666666
C018,Escherichia coli K-12 BW25113,BW25113_0113,0,0.0074069253,0.038928285,0.00046424425,0.015599818183333334
C018,Escherichia coli K-12 BW25113,BW25113_0114,0,0.85020465,0.86217827,0.8727128,0.8616985733333333
C018,Escherichia coli K-12 BW25113,BW25113_0115,0,0.8804915,0.8906371,0.8917414,0.8876233333333333
C018,Escherichia coli K-12 BW25113,BW25113_0116,0,0.9215993,0.95458657,0.94983065,0.9420055066666667
C018,Escherichia coli K-12 BW25113,BW25113_0117,0,0.0014544361,0.02386388,0.033199728,0.0195060147
C018,Escherichia coli K-12 BW25113,BW25113_0118,0,0.7885619,0.80355906,0.75266516,0.7815953733333334
C018,Escherichia coli K-12 BW25113,BW25113_0119,0,1.332789e-05,4.6661535e-05,0.011756323,0.003938770808333334
C018,Escherichia coli K-12 BW25113,BW25113_0120,0,0.0060582943,0.038790077,0.047599293,0.030815888100000004
C018,Escherichia coli K-12 BW25113,BW25113_0121,0,0.006601582,0.0014400423,0.0028007645,0.0036141296
C018,Escherichia coli K-12 BW25113,BW25113_0122,0,0.0012855307,0.0072043287,0.017223332,0.0085710638
C018,Escherichia coli K-12 BW25113,BW25113_0123,0,0.022741245,0.03710999,0.016015962,0.025289065666666666
C018,Escherichia coli K-12 BW25113,BW25113_0124,0,0.6905485,0.26544836,0.6485201,0.5348389866666666
C018,Escherichia coli K-12 BW25113,BW25113_0125,0,0.11147535,0.0878626,0.016321523,0.071886491
C018,Escherichia coli K-12 BW25113,BW25113_0126,1,0.8307227,0.83167547,0.70457613,0.7889914333333333
C018,Escherichia coli K-12 BW25113,BW25113_0127,0,0.13194795,0.257778,0.06731465,0.15234686666666666
C018,Escherichia coli K-12 BW25113,BW25113_0128,0,0.054826003,0.1495674,0.1184462,0.10761320099999999
C018,Escherichia coli K-12 BW25113,BW25113_0129,0,0.047266074,0.011125727,0.13983038,0.06607406033333334
C018,Escherichia coli K-12 BW25113,BW25113_0130,0,0.24238709,0.09866332,0.03405065,0.12503368666666667
C018,Escherichia coli K-12 BW25113,BW25113_0131,0,0.06834465,0.15616968,0.25590837,0.1601409
C018,Escherichia coli K-12 BW25113,BW25113_0132,0,0.03493094,0.034199312,0.0039638323,0.024364694766666667
C018,Escherichia coli K-12 BW25113,BW25113_0133,0,0.7619666,0.7945469,0.8261368,0.7942167666666666
C018,Escherichia coli K-12 BW25113,BW25113_0134,0,0.38480258,0.5269755,0.4373202,0.4496994266666667
C018,Escherichia coli K-12 BW25113,BW25113_0135,0,0.0003836528,0.0032097264,0.0044345185,0.0026759659
C018,Escherichia coli K-12 BW25113,BW25113_0136,0,0.00014002807,0.0037055626,0.0052159973,0.0030205293233333333
C018,Escherichia coli K-12 BW25113,BW25113_0137,0,0.00017964766,0.00055330497,0.49585265,0.16552853421
C018,Escherichia coli K-12 BW25113,BW25113_0138,0,0.0009317314,0.001224193,0.5164968,0.17288424146666667
C018,Escherichia coli K-12 BW25113,BW25113_0139,0,0.02320156,0.0224679,0.047390025,0.031019828333333332
C018,Escherichia coli K-12 BW25113,BW25113_0140,0,0.060110584,0.12019421,0.04486482,0.07505653799999999
C018,Escherichia coli K-12 BW25113,BW25113_0141,0,7.809852e-05,0.0014181574,0.053471997,0.018322750973333333
C018,Escherichia coli K-12 BW25113,BW25113_0142,1,0.7309343,0.9174777,0.9452166,0.8645428666666666
C018,Escherichia coli K-12 BW25113,BW25113_0143,0,0.05101644,0.20655546,0.33182538,0.19646576000000002
C018,Escherichia coli K-12 BW25113,BW25113_0144,0,0.020292988,0.004105217,0.05647827,0.026958825000000002
C018,Escherichia coli K-12 BW25113,BW25113_0145,0,0.25105038,0.27548155,0.05893976,0.19515723
C018,Escherichia coli K-12 BW25113,BW25113_0146,0,0.0046975696,0.015995167,0.009339495,0.010010743866666666
C018,Escherichia coli K-12 BW25113,BW25113_0147,0,0.0092979,0.059413,0.054562256,0.041091052
C018,Escherichia coli K-12 BW25113,BW25113_0148,0,0.02466902,0.047274258,0.0103620915,0.02743512316666667
C018,Escherichia coli K-12 BW25113,BW25113_0149,0,0.045859106,0.15179844,0.21892649,0.13886134533333336
C018,Escherichia coli K-12 BW25113,BW25113_0150,0,0.0040136734,0.024933053,0.11573125,0.04822599213333333
C018,Escherichia coli K-12 BW25113,BW25113_0151,0,0.5151471,0.32671753,0.4693104,0.43705834333333327
C018,Escherichia coli K-12 BW25113,BW25113_0152,0,0.061497215,0.018737534,0.19494063,0.09172512633333334
C018,Escherichia coli K-12 BW25113,BW25113_0153,0,0.059960525,0.0637361,0.546791,0.223495875
C018,Escherichia coli K-12 BW25113,BW25113_0154,1,0.79064447,0.8428004,0.9110444,0.8481630899999999
C018,Escherichia coli K-12 BW25113,BW25113_0155,0,0.0043945685,0.055363543,0.0035854895,0.021114533666666668
C018,Escherichia coli K-12 BW25113,BW25113_0156,1,0.9653419,0.9703973,0.6767004,0.8708132000000001
C018,Escherichia coli K-12 BW25113,BW25113_0157,0,0.039903067,0.028452188,0.03749475,0.035283335
C018,Escherichia coli K-12 BW25113,BW25113_0158,0,0.0049966224,0.07843069,0.01734395,0.0335904208
C018,Escherichia coli K-12 BW25113,BW25113_0159,0,0.8392518,0.7352871,0.8509396,0.8084928333333332
C018,Escherichia coli K-12 BW25113,BW25113_0160,0,0.00377743,0.0011869774,0.027020931,0.010661779466666667
C018,Escherichia coli K-12 BW25113,BW25113_0161,0,0.11387835,0.124541394,0.6228854,0.2871017146666667
C018,Escherichia coli K-12 BW25113,BW25113_0162,0,0.14106311,0.0406632,0.021974847,0.06790038566666666
C018,Escherichia coli K-12 BW25113,BW25113_0163,0,0.2372876,0.16609253,0.030874934,0.144751688
C018,Escherichia coli K-12 BW25113,BW25113_0164,0,0.124201134,0.06919054,0.047154207,0.08018196033333334
C018,Escherichia coli K-12 BW25113,BW25113_0166,1,0.9453123,0.9648833,0.9460137,0.9520697666666665
C018,Escherichia coli K-12 BW25113,BW25113_0167,0,0.7618536,0.68236405,0.5600567,0.66809145
C018,Escherichia coli K-12 BW25113,BW25113_0168,1,0.9513683,0.9750905,0.97608256,0.9675137866666667
C018,Escherichia coli K-12 BW25113,BW25113_0169,1,0.9254822,0.9469681,0.95288175,0.9417773500000001
C018,Escherichia coli K-12 BW25113,BW25113_0170,1,0.9877698,0.9668086,0.95425713,0.9696118433333334
C018,Escherichia coli K-12 BW25113,BW25113_0171,1,0.9954762,0.9940257,0.97103494,0.9868456133333333
C018,Escherichia coli K-12 BW25113,BW25113_0172,1,0.9731611,0.9875075,0.9505021,0.9703902333333333
C018,Escherichia coli K-12 BW25113,BW25113_0173,1,0.96335816,0.94951284,0.9975074,0.9701261333333333
C018,Escherichia coli K-12 BW25113,BW25113_0174,1,0.96810865,0.9880966,0.9834104,0.9798718833333333
C018,Escherichia coli K-12 BW25113,BW25113_0175,1,0.9910649,0.9743906,0.9989643,0.9881399333333333
C018,Escherichia coli K-12 BW25113,BW25113_0176,1,0.95003104,0.87584513,0.97540444,0.9337602033333333
C018,Escherichia coli K-12 BW25113,BW25113_0177,1,0.9640776,0.9640466,0.99815327,0.9754258233333334
C018,Escherichia coli K-12 BW25113,BW25113_0178,0,0.80090356,0.89004534,0.915442,0.8687969666666667
C018,Escherichia coli K-12 BW25113,BW25113_0179,1,0.9934855,0.97953117,0.99773693,0.9902512
C018,Escherichia coli K-12 BW25113,BW25113_0180,1,0.9767039,0.9867813,0.96904343,0.9775095433333334
C018,Escherichia coli K-12 BW25113,BW25113_0181,1,0.98504376,0.97695017,0.9941645,0.9853861433333333
C018,Escherichia coli K-12 BW25113,BW25113_0182,1,0.9696381,0.97794527,0.94542944,0.9643376033333332
C018,Escherichia coli K-12 BW25113,BW25113_0183,0,0.19644701,0.091016866,0.025893597,0.104452491
C018,Escherichia coli K-12 BW25113,BW25113_0184,1,0.9491158,0.9547415,0.9485861,0.9508144666666666
C018,Escherichia coli K-12 BW25113,BW25113_0185,1,0.94809395,0.9911635,0.9841309,0.9744627833333332
C018,Escherichia coli K-12 BW25113,BW25113_0186,0,0.019179545,0.003115032,0.0026476146,0.008314063866666667
C018,Escherichia coli K-12 BW25113,BW25113_0187,0,6.910318e-05,0.007744181,0.00094726565,0.0029201832766666664
C018,Escherichia coli K-12 BW25113,BW25113_0188,1,0.89704937,0.9658392,0.96466666,0.9425184099999999
C018,Escherichia coli K-12 BW25113,BW25113_0189,0,0.085689045,0.03698748,0.0061601517,0.04294555890000001
C018,Escherichia coli K-12 BW25113,BW25113_0190,0,0.015984572,0.04450699,0.0022802544,0.0209239388
