file_id,organism,locus_tag,ess,conf,conf_aamean,conf_eos,conf_first,conf_mean
C018,Escherichia coli K-12 BW25113,BW25113_0001,0,0.0019185652,0.0028065036,0.011918284,0.1841545,0.0501994632
C018,Escherichia coli K-12 BW25113,BW25113_0002,0,0.19805272,0.057683915,0.2130345,0.30965227,0.19460585125000002
C018,Escherichia coli K-12 BW25113,BW25113_0003,0,0.00960609,0.013576944,0.0050479374,0.011370464,0.009900358849999999
C018,Escherichia coli K-12 BW25113,BW25113_0004,0,0.35176948,0.5155601,0.2464163,0.72495395,0.4596749575
C018,Escherichia coli K-12 BW25113,BW25113_0005,0,0.25892004,0.005335719,0.012122089,0.02778585,0.07604092450000001
C018,Escherichia coli K-12 BW25113,BW25113_0006,0,0.12764469,0.029885553,0.3094842,0.03652062,0.12588376575
C018,Escherichia coli K-12 BW25113,BW25113_0007,0,0.0077798516,0.010686471,0.00476157,0.000791538,0.006004857650000001
C018,Escherichia coli K-12 BW25113,BW25113_0008,0,0.41213694,0.08513819,0.04899127,0.088201016,0.158616854
C018,Escherichia coli K-12 BW25113,BW25113_0009,0,0.18125282,0.0478353,0.25133193,0.4801474,0.2401418625
C018,Escherichia coli K-12 BW25113,BW25113_0010,0,0.0095594395,0.023725843,0.058048338,0.06639679,0.03943260262499999
C018,Escherichia coli K-12 BW25113,BW25113_0011,0,0.00059843913,0.0024890455,0.019757459,0.012204867,0.008762452657500001
C018,Escherichia coli K-12 BW25113,BW25113_0013,0,0.016001314,0.0026131421,5.1958257e-05,0.006251838,0.006229563089249999
C018,Escherichia coli K-12 BW25113,BW25113_0014,0,0.9074683,0.92819536,0.9759278,0.8841402,0.923932915
C018,Escherichia coli K-12 BW25113,BW25113_0015,0,0.68281555,0.8788647,0.25132677,0.72377735,0.6341960925000001
C018,Escherichia coli K-12 BW25113,BW25113_0016,0,0.00025073218,0.00039715538,0.00032506807,0.00018526442,0.0002895550125
C018,Escherichia coli K-12 BW25113,BW25113_0018,0,0.0034810994,0.0027508289,0.026440145,0.096231215,0.032225822075
