file_id,organism,locus_tag,ess,conf,conf_aamean,conf_first,conf_mean
C018,Escherichia coli K-12 BW25113,BW25113_0001,0,0.0019185652,0.0028065036,0.1841545,0.06295985626666667
C018,Escherichia coli K-12 BW25113,BW25113_0002,0,0.19805272,0.057683915,0.30965227,0.18846296833333334
C018,Escherichia coli K-12 BW25113,BW25113_0003,0,0.00960609,0.013576944,0.011370464,0.011517832666666667
C018,Escherichia coli K-12 BW25113,BW25113_0004,0,0.35176948,0.5155601,0.72495395,0.5307611766666667
C018,Escherichia coli K-12 BW25113,BW25113_0005,0,0.25892004,0.005335719,0.02778585,0.09734720300000001
C018,Escherichia coli K-12 BW25113,BW25113_0006,0,0.12764469,0.029885553,0.03652062,0.06468362100000001
C018,Escherichia coli K-12 BW25113,BW25113_0007,0,0.0077798516,0.010686471,0.000791538,0.006419286866666668
C018,Escherichia coli K-12 BW25113,BW25113_0008,0,0.41213694,0.08513819,0.088201016,0.19515871533333332
C018,Escherichia coli K-12 BW25113,BW25113_0009,0,0.18125282,0.0478353,0.4801474,0.23641184
C018,Escherichia coli K-12 BW25113,BW25113_0010,0,0.0095594395,0.023725843,0.06639679,0.0332273575
C018,Escherichia coli K-12 BW25113,BW25113_0011,0,0.00059843913,0.0024890455,0.012204867,0.005097450543333333
C018,Escherichia coli K-12 BW25113,BW25113_0013,0,0.016001314,0.0026131421,0.006251838,0.0082887647
C018,Escherichia coli K-12 BW25113,BW25113_0014,0,0.9074683,0.92819536,0.8841402,0.9066012866666666
C018,Escherichia coli K-12 BW25113,BW25113_0015,0,0.68281555,0.8788647,0.72377735,0.7618192
C018,Escherichia coli K-12 BW25113,BW25113_0016,0,0.00025073218,0.00039715538,0.00018526442,0.00027771732666666667
C018,Escherichia coli K-12 BW25113,BW25113_0018,0,0.0034810994,0.0027508289,0.096231215,0.0341543811
C018,Escherichia coli K-12 BW25113,BW25113_0019,0,0.20075214,0.12354145,0.16303779,0.16244379333333334
C018,Escherichia coli K-12 BW25113,BW25113_0020,0,0.0864298,0.06539698,0.02355563,0.05846080333333333
C018,Escherichia coli K-12 BW25113,BW25113_0021,0,0.13160239,0.03318478,5.5997592e-05,0.054947722530666675
C018,Escherichia coli K-12 BW25113,BW25113_0022,0,0.047742505,0.08296162,0.027999837,0.05290132066666667
C018,Escherichia coli K-12 BW25113,BW25113_0023,0,0.9240399,0.88960636,0.88274443,0.8987968966666667
