file_id,organism,locus_tag,ess,conf,conf_aamean,conf_eos,conf_first,conf_mean
C018,Escherichia coli K-12 BW25113,BW25113_0001,0,2.5990498e-06,0.02111127,0.22322103,0.036032084,0.07009174576245
C018,Escherichia coli K-12 BW25113,BW25113_0002,0,0.23075806,0.55480313,0.2418461,0.21421465,0.310405485
C018,Escherichia coli K-12 BW25113,BW25113_0003,0,0.011813059,0.005915537,0.06687343,0.0247719,0.0273434815
C018,Escherichia coli K-12 BW25113,BW25113_0004,0,0.29867056,0.31530145,0.20605674,0.44177678,0.31545138249999993
C018,Escherichia coli K-12 BW25113,BW25113_0005,0,0.23665148,0.5503662,0.490829,0.10416359,0.3455025675
C018,Escherichia coli K-12 BW25113,BW25113_0006,0,0.059746247,0.12514779,0.17277795,0.03887496,0.09913673675000001
C018,Escherichia coli K-12 BW25113,BW25113_0007,0,0.052342784,0.0047607343,0.0006859067,0.00011477008,0.014476048770000001
C018,Escherichia coli K-12 BW25113,BW25113_0008,0,0.1967502,0.19769898,0.026956832,0.107053734,0.13211493649999997
C018,Escherichia coli K-12 BW25113,BW25113_0009,0,0.012939357,0.01201606,0.41058716,0.65833926,0.27347045925
C018,Escherichia coli K-12 BW25113,BW25113_0010,0,0.041192062,0.016927907,0.005827146,0.0057872245,0.017433584874999998
C018,Escherichia coli K-12 BW25113,BW25113_0011,0,0.0021836564,0.02628206,0.12355908,0.04354033,0.0488912816
C018,Escherichia coli K-12 BW25113,BW25113_0013,0,0.030798057,0.0024673515,0.0005914214,0.044640977,0.019624451725
C018,Escherichia coli K-12 BW25113,BW25113_0014,0,0.86300987,0.86352676,0.95380485,0.9160819,0.899105845
C018,Escherichia coli K-12 BW25113,BW25113_0015,0,0.640153,0.875712,0.7261306,0.77859086,0.755146615
C018,Escherichia coli K-12 BW25113,BW25113_0016,0,0.0029123223,0.0060222317,0.009814955,0.00061897386,0.004842120715
C018,Escherichia coli K-12 BW25113,BW25113_0018,0,0.016421467,0.29146093,0.06245051,0.002666854,0.09324994025000001
C018,Escherichia coli K-12 BW25113,BW25113_0019,0,0.11914143,0.051794168,0.12004082,0.04147391,0.083112582
C018,Escherichia coli K-12 BW25113,BW25113_0020,0,0.0050757607,0.07489592,0.023880282,0.000261031,0.026028248425
C018,Escherichia coli K-12 BW25113,BW25113_0021,0,0.00519488,0.0014706104,7.103912e-05,0.00017615795,0.0017281718675
C018,Escherichia coli K-12 BW25113,BW25113_0022,0,0.0070150997,0.0038170065,0.0655522,8.858107e-06,0.019098291076750002
